公設防火水そう,,
2019年9月1日時点,,
日本測地系 10進表記,,
区名,北緯,東経
見沼区,35.92138056,139.6659194
見沼区,35.92080278,139.6656722
見沼区,35.92038056,139.6705944
見沼区,35.91778333,139.6713806
見沼区,35.91629722,139.6736361
見沼区,35.923675,139.667725
見沼区,35.93013611,139.6797111
見沼区,35.92268889,139.6590833
見沼区,35.92209167,139.6613361
見沼区,35.9207,139.6495167
見沼区,35.91980833,139.66995
見沼区,35.92344722,139.6512694
見沼区,35.92226944,139.6493222
見沼区,35.92479167,139.6697306
見沼区,35.92103333,139.6706611
見沼区,35.93502778,139.6515167
見沼区,35.93699444,139.6453111
見沼区,35.93909444,139.6436194
見沼区,35.94082222,139.64295
見沼区,35.94919444,139.6428611
見沼区,35.93835,139.6554139
見沼区,35.93715,139.6545194
見沼区,35.93618056,139.6561139
見沼区,35.94378333,139.6519222
見沼区,35.93953333,139.6643139
見沼区,35.94841667,139.6384833
見沼区,35.93731667,139.6559361
見沼区,35.94604444,139.6373056
見沼区,35.94763333,139.6312333
見沼区,35.94530278,139.641
見沼区,35.93993889,139.652575
見沼区,35.93841944,139.6506194
見沼区,35.94309944,139.6396383
見沼区,35.94813333,139.6536472
見沼区,35.92823333,139.6515361
見沼区,35.94180278,139.6446306
見沼区,35.93683889,139.6498
見沼区,35.94545833,139.6479417
見沼区,35.94921944,139.6306417
見沼区,35.94485,139.6522694
見沼区,35.94937222,139.650275
見沼区,35.93373889,139.6550167
見沼区,35.94134444,139.6479139
見沼区,35.95612222,139.6665444
見沼区,35.93224722,139.6668083
見沼区,35.95050278,139.6564833
見沼区,35.94773333,139.6552111
見沼区,35.94790556,139.6674917
見沼区,35.94735278,139.6790833
見沼区,35.94675,139.6783
見沼区,35.94460833,139.6775944
見沼区,35.94531111,139.6792639
見沼区,35.94590556,139.6802917
見沼区,35.94863333,139.6556528
見沼区,35.93852222,139.6710667
見沼区,35.95547778,139.6650361
見沼区,35.95764444,139.6598278
見沼区,35.95742778,139.6623306
見沼区,35.95793333,139.6606278
見沼区,35.95236667,139.6528528
見沼区,35.95649167,139.6625833
見沼区,35.94444722,139.6588667
見沼区,35.94783611,139.6624139
見沼区,35.94560833,139.6756722
見沼区,35.94901667,139.6704639
見沼区,35.95425278,139.6548333
見沼区,35.94486389,139.6693861
見沼区,35.95085833,139.66365
見沼区,35.95141389,139.6672694
見沼区,35.93952778,139.6713583
見沼区,35.94658889,139.6600694
見沼区,35.95394722,139.6671333
見沼区,35.955025,139.6691333
見沼区,35.95718889,139.6576389
見沼区,35.95262778,139.6646194
見沼区,35.95707222,139.6642028
見沼区,35.93504722,139.6724222
見沼区,35.95326667,139.6729639
見沼区,35.93228056,139.6746806
見沼区,35.95464167,139.6557556
見沼区,35.95592167,139.6586467
見沼区,35.93999167,139.6658472
見沼区,35.95359667,139.6578633
中央区,35.88455278,139.62425
中央区,35.882325,139.624825
中央区,35.87639167,139.6275444
中央区,35.87806389,139.6249694
中央区,35.87900278,139.6203111
中央区,35.89687222,139.6242222
中央区,35.89188889,139.6291083
中央区,35.89498056,139.626475
中央区,35.89850833,139.6244889
中央区,35.89715833,139.6264722
中央区,35.88489444,139.6143694
中央区,35.88225833,139.6370389
中央区,35.87883056,139.6381472
中央区,35.87991111,139.6404833
中央区,35.87912778,139.6363917
中央区,35.88205556,139.6362306
中央区,35.87917222,139.6422583
中央区,35.875375,139.6389639
中央区,35.86340556,139.6443889
中央区,35.85798889,139.642425
中央区,35.86488889,139.6434389
中央区,35.85511944,139.6427917
中央区,35.85765278,139.6416528
中央区,35.87384444,139.6285444
中央区,35.86880278,139.623725
中央区,35.87984722,139.6147111
中央区,35.88150833,139.6176639
中央区,35.88432778,139.6114528
中央区,35.88762778,139.6123972
中央区,35.88318611,139.6226528
中央区,35.88178611,139.6209806
中央区,35.87934167,139.6242611
中央区,35.87615,139.6362278
中央区,35.87409444,139.6238333
中央区,35.87328056,139.6228833
中央区,35.89257222,139.6318444
中央区,35.87990833,139.6131778
中央区,35.87721944,139.6121658
中央区,35.86295556,139.6381028
中央区,35.88128611,139.6295444
中央区,35.86497028,139.6327656
中央区,35.86387778,139.6319944
中央区,35.89635556,139.6254472
中央区,35.89040278,139.6292306
中央区,35.88848611,139.6272583
中央区,35.881475,139.6321083
中央区,35.86043889,139.6421472
中央区,35.87871667,139.6331667
中央区,35.86514167,139.6391917
中央区,35.886925,139.6337306
中央区,35.86368056,139.638425
中央区,35.889075,139.6284389
中央区,35.881525,139.6236861
中央区,35.86611667,139.642775
中央区,35.88376944,139.6321694
中央区,35.88287222,139.6330222
中央区,35.86832222,139.6307083
中央区,35.87804444,139.6288861
桜区,35.85432778,139.6296778
桜区,35.86260556,139.6111806
桜区,35.85988611,139.6346083
桜区,35.84244722,139.6345861
桜区,35.84242778,139.6362083
桜区,35.84558333,139.6329722
桜区,35.84335,139.6304333
桜区,35.84504167,139.6306583
桜区,35.87113611,139.61725
桜区,35.87051944,139.6154333
桜区,35.86518889,139.6126056
桜区,35.86213333,139.6266694
桜区,35.85756944,139.6214056
桜区,35.86039444,139.6207778
桜区,35.85986667,139.6206083
桜区,35.86397222,139.622725
桜区,35.8669,139.6196806
桜区,35.86689722,139.6194611
桜区,35.85698333,139.63255
桜区,35.85649444,139.63095
桜区,35.85814167,139.6319472
桜区,35.84706944,139.6325028
桜区,35.86143889,139.6273972
桜区,35.86345,139.6206639
桜区,35.85602778,139.6264944
桜区,35.85201667,139.6328861
桜区,35.85873333,139.6280083
桜区,35.83563889,139.630175
桜区,35.84697778,139.622225
桜区,35.85321944,139.6109194
桜区,35.85384444,139.6097611
桜区,35.85291667,139.6188
桜区,35.85371667,139.618325
桜区,35.84675278,139.6245972
桜区,35.85076944,139.6214806
桜区,35.84535,139.6243083
桜区,35.84680278,139.6270056
桜区,35.85687778,139.6221194
桜区,35.84943333,139.6210417
桜区,35.83868333,139.6336944
桜区,35.87361667,139.6089139
桜区,35.87444722,139.6097194
桜区,35.87308333,139.6102778
桜区,35.86317778,139.6091222
桜区,35.88035278,139.6077833
桜区,35.88223333,139.6106833
桜区,35.85933333,139.608325
桜区,35.8616,139.6078694
桜区,35.86045278,139.6012417
桜区,35.86781667,139.6083694
桜区,35.86750278,139.6062722
桜区,35.86671111,139.6050389
桜区,35.86436389,139.61125
桜区,35.87039167,139.61435
桜区,35.87134722,139.6112528
桜区,35.87312222,139.611675
桜区,35.86451944,139.5999833
桜区,35.86859167,139.5996917
浦和区,35.84910833,139.664575
浦和区,35.84864583,139.65987
浦和区,35.84541389,139.6632222
浦和区,35.84875556,139.6573556
浦和区,35.84836111,139.654925
浦和区,35.85015556,139.6566222
浦和区,35.85214444,139.6563583
浦和区,35.85480833,139.6569917
浦和区,35.85416111,139.6560028
浦和区,35.86119167,139.6455833
浦和区,35.86201944,139.6456528
浦和区,35.84805556,139.6641917
浦和区,35.85560833,139.6500139
浦和区,35.85456111,139.6493611
浦和区,35.85341111,139.6485167
浦和区,35.85675278,139.6588222
浦和区,35.85609167,139.6566667
浦和区,35.85538333,139.6556417
浦和区,35.85762778,139.6511028
浦和区,35.856275,139.6481778
浦和区,35.85657222,139.6464139
浦和区,35.86062222,139.6569806
浦和区,35.8592,139.654775
浦和区,35.85914444,139.6534778
浦和区,35.85931111,139.6516667
浦和区,35.85776111,139.64985
浦和区,35.86229722,139.6475167
浦和区,35.86048056,139.6466611
浦和区,35.865225,139.6501556
浦和区,35.86676389,139.650175
浦和区,35.86536111,139.6458361
浦和区,35.86815833,139.6453556
浦和区,35.87064167,139.65725
浦和区,35.8721,139.6518611
浦和区,35.87515833,139.6477
浦和区,35.87442222,139.6519028
浦和区,35.86938889,139.6502
浦和区,35.87309167,139.6479778
浦和区,35.86888333,139.6478389
浦和区,35.87087778,139.6455917
浦和区,35.86909444,139.6424389
浦和区,35.87293333,139.6432611
浦和区,35.87272222,139.642675
浦和区,35.87897222,139.6450056
浦和区,35.87905556,139.6496306
浦和区,35.87834444,139.6493556
浦和区,35.87858889,139.6506028
浦和区,35.87349722,139.6419444
浦和区,35.87439167,139.6410306
浦和区,35.87680278,139.642575
浦和区,35.87582778,139.6429667
浦和区,35.87839167,139.6420167
浦和区,35.86680556,139.6557556
浦和区,35.86768056,139.6587361
浦和区,35.86675,139.6607778
浦和区,35.86844167,139.6553278
浦和区,35.86863611,139.6604417
浦和区,35.87152778,139.6555417
浦和区,35.84531667,139.6648667
浦和区,35.87051944,139.6519722
浦和区,35.85927778,139.6534778
浦和区,35.86995833,139.6535861
浦和区,35.86330556,139.6548861
浦和区,35.86134167,139.6547194
浦和区,35.84666389,139.6605083
浦和区,35.88013611,139.6452194
浦和区,35.87754444,139.6452972
浦和区,35.85487222,139.6594806
浦和区,35.85049167,139.6608694
浦和区,35.85006667,139.6617167
浦和区,35.85091667,139.657175
浦和区,35.85252778,139.6592194
浦和区,35.88239722,139.6429889
浦和区,35.88588889,139.6425667
浦和区,35.88522778,139.6481528
浦和区,35.88461111,139.6456278
浦和区,35.88578889,139.6501528
浦和区,35.88358333,139.6520417
浦和区,35.88725,139.6525056
浦和区,35.88737222,139.6531722
浦和区,35.88659167,139.6534806
浦和区,35.88731389,139.6510861
浦和区,35.88211111,139.6631806
浦和区,35.88212639,139.6649339
浦和区,35.88746667,139.6602722
浦和区,35.89208611,139.6522833
浦和区,35.88693611,139.6624694
浦和区,35.88266667,139.6663444
浦和区,35.88182222,139.6685194
浦和区,35.88706389,139.6437567
浦和区,35.87766111,139.6597667
浦和区,35.87885278,139.6572139
浦和区,35.87867778,139.6569333
浦和区,35.875825,139.6567278
浦和区,35.876575,139.6539111
浦和区,35.87795278,139.65345
浦和区,35.87838333,139.6533806
浦和区,35.88011667,139.6521556
浦和区,35.88031389,139.6519389
浦和区,35.88016111,139.6492167
浦和区,35.89070556,139.6522389
浦和区,35.87992222,139.6651306
浦和区,35.87735278,139.6690528
浦和区,35.87873889,139.6708083
浦和区,35.88231944,139.6556861
浦和区,35.88094444,139.6636333
浦和区,35.88498889,139.6602778
浦和区,35.87916111,139.6525833
浦和区,35.87690833,139.6518417
浦和区,35.88278889,139.6467722
浦和区,35.88149444,139.6476917
浦和区,35.85612778,139.6623972
浦和区,35.85466944,139.6636833
浦和区,35.85559167,139.6658
浦和区,35.85786111,139.6594639
浦和区,35.85851667,139.6615361
浦和区,35.85411389,139.6649667
浦和区,35.85348056,139.6679111
浦和区,35.85987222,139.6673889
浦和区,35.85994722,139.6649444
浦和区,35.86116111,139.6657
浦和区,35.86243611,139.6670389
浦和区,35.85980833,139.6609361
浦和区,35.85794167,139.6640417
浦和区,35.86203889,139.6613667
浦和区,35.86266389,139.6580583
浦和区,35.86563333,139.6594056
浦和区,35.86363889,139.6651778
浦和区,35.86433056,139.666375
浦和区,35.86505,139.664475
浦和区,35.868975,139.6682167
浦和区,35.87008611,139.6652944
浦和区,35.85099444,139.6656306
浦和区,35.85855556,139.6654806
浦和区,35.87125,139.6633778
浦和区,35.873875,139.6653972
浦和区,35.875325,139.6632056
浦和区,35.87634444,139.6617528
浦和区,35.87535278,139.6655833
浦和区,35.87442222,139.6634389
浦和区,35.87592778,139.6661444
浦和区,35.87646389,139.6667528
浦和区,35.87259444,139.6696694
浦和区,35.87039444,139.6692278
浦和区,35.87190833,139.6589361
浦和区,35.87231944,139.657975
浦和区,35.87413056,139.6616139
浦和区,35.87608889,139.6608389
南区,35.83185833,139.6305583
南区,35.84561667,139.6666111
南区,35.84273056,139.66055
南区,35.84430556,139.6590611
南区,35.84163056,139.6582028
南区,35.83236389,139.6790083
南区,35.83381944,139.656625
南区,35.83559167,139.6565528
南区,35.83418333,139.6684056
南区,35.83346944,139.6654722
南区,35.83178333,139.6647889
南区,35.83694167,139.6599083
南区,35.83220833,139.6582306
南区,35.83149028,139.6625378
南区,35.83196944,139.6618333
南区,35.83007778,139.663925
南区,35.83101944,139.6612361
南区,35.82934167,139.6627583
南区,35.83139444,139.6680528
南区,35.83648889,139.6436944
南区,35.84085556,139.646125
南区,35.82957778,139.6698
南区,35.82765833,139.6627361
南区,35.84199167,139.6737889
南区,35.84023611,139.6693528
南区,35.83645556,139.676675
南区,35.83463333,139.6723778
南区,35.83200833,139.6779444
南区,35.83220833,139.6746889
南区,35.84979444,139.6522722
南区,35.84659167,139.6509889
南区,35.82885278,139.6685333
南区,35.84805278,139.6497056
南区,35.84661667,139.6487278
南区,35.8477,139.6473833
南区,35.85246389,139.6502028
南区,35.85164722,139.6502556
南区,35.85009444,139.6473889
南区,35.85329167,139.6464167
南区,35.84241667,139.647175
南区,35.84070833,139.6664444
南区,35.84270556,139.6660889
南区,35.83861389,139.6676556
南区,35.83622778,139.6655694
南区,35.84255833,139.664325
南区,35.83575,139.6504917
南区,35.836475,139.6482
南区,35.83575833,139.6475944
南区,35.84086111,139.6687361
南区,35.84503889,139.6435778
南区,35.83989167,139.6439972
南区,35.84247083,139.6419228
南区,35.83054167,139.6325306
南区,35.82993056,139.6334528
南区,35.83488889,139.6341222
南区,35.83346111,139.6341778
南区,35.8344,139.6421361
南区,35.83446944,139.6402139
南区,35.83358056,139.63815
南区,35.83439167,139.6439639
南区,35.83405556,139.6482556
南区,35.83371389,139.6461222
南区,35.83165278,139.6339194
南区,35.82980833,139.6396417
南区,35.82954167,139.6397583
南区,35.82995556,139.6430389
南区,35.82884722,139.6402111
南区,35.83235278,139.6454444
南区,35.83311944,139.6504417
南区,35.83361667,139.6512889
南区,35.83341667,139.6513833
南区,35.83281111,139.6518917
南区,35.83241111,139.6497833
南区,35.83031389,139.6496833
南区,35.83106667,139.6502917
南区,35.83085278,139.6526667
南区,35.831925,139.654025
南区,35.83731944,139.6380889
南区,35.84013056,139.6388722
南区,35.83912222,139.639575
南区,35.83665278,139.6405806
南区,35.83237222,139.6475944
南区,35.8397,139.660375
南区,35.83510556,139.6728417
南区,35.82994444,139.6384389
南区,35.84269444,139.6713083
南区,35.84493889,139.6691028
南区,35.83544444,139.6467361
南区,35.83896111,139.6480361
南区,35.855075,139.6715222
南区,35.85374722,139.6703361
南区,35.85196667,139.6722056
南区,35.84799722,139.6749661
南区,35.84754722,139.6742889
南区,35.84471389,139.6749333
南区,35.8446,139.6784972
南区,35.84119722,139.677775
南区,35.857325,139.6769361
南区,35.85673056,139.6769528
南区,35.85542222,139.6782222
南区,35.85511111,139.679625
南区,35.8524625,139.6784567
南区,35.85284722,139.6820083
南区,35.85230833,139.6827444
南区,35.84838889,139.6839444
南区,35.84676389,139.6862861
南区,35.84641667,139.6875278
南区,35.84982778,139.6887444
南区,35.85191667,139.6912861
南区,35.86254444,139.6800917
南区,35.854785,139.6773303
南区,35.857925,139.6765194
南区,35.861475,139.6858361
南区,35.86129167,139.6861639
南区,35.86052222,139.684625
南区,35.859025,139.6845806
南区,35.85741389,139.6848333
南区,35.85729306,139.68368
南区,35.85824444,139.680775
南区,35.85549722,139.6836556
南区,35.856525,139.6835944
南区,35.85793611,139.6797111
南区,35.85132333,139.6935822
南区,35.85913,139.6975033
南区,35.85221389,139.6958417
南区,35.85076944,139.6987194
南区,35.85860278,139.6855583
南区,35.850805,139.6727497
南区,35.86332778,139.6840944
南区,35.86270278,139.6848972
南区,35.848375,139.6718472
南区,35.84944306,139.6933811
南区,35.84934583,139.6785556
緑区,35.85720833,139.7100139
緑区,35.85743611,139.7125611
緑区,35.86892778,139.7074444
緑区,35.86584722,139.6982972
緑区,35.87006111,139.7033833
緑区,35.87488889,139.7010778
緑区,35.87355833,139.7046
緑区,35.8709875,139.6968117
緑区,35.88068889,139.6744172
緑区,35.85850556,139.7044556
緑区,35.85690278,139.6990667
緑区,35.88541944,139.6697944
緑区,35.88657222,139.6713056
緑区,35.88802778,139.6778278
緑区,35.88209722,139.675825
緑区,35.87780556,139.67735
緑区,35.87795278,139.6805361
緑区,35.88373611,139.6842611
緑区,35.88342778,139.6842056
緑区,35.88368611,139.6788583
緑区,35.88388889,139.6763306
緑区,35.8723,139.6716083
緑区,35.86945833,139.6737667
緑区,35.88561667,139.672875
緑区,35.88503889,139.6937167
緑区,35.87751389,139.6922361
緑区,35.87518889,139.689875
緑区,35.87878611,139.6935972
緑区,35.87590556,139.6974333
緑区,35.86421111,139.6981972
緑区,35.87804722,139.6857444
緑区,35.86078056,139.6693444
緑区,35.86275,139.6695194
緑区,35.86168056,139.6711028
緑区,35.8588,139.6790306
緑区,35.86142222,139.6745389
緑区,35.86522222,139.671
緑区,35.88781667,139.69485
緑区,35.87936667,139.6846528
緑区,35.86889444,139.6746778
緑区,35.86934722,139.6771861
緑区,35.87996944,139.682225
緑区,35.8872,139.6842917
緑区,35.86376389,139.6809
緑区,35.87,139.6827944
緑区,35.87323056,139.6794472
緑区,35.87404444,139.6834389
緑区,35.86659444,139.6883361
緑区,35.87147222,139.6885083
緑区,35.86906389,139.6896889
緑区,35.86819722,139.6882083
緑区,35.86842222,139.6932417
緑区,35.86920556,139.6913139
緑区,35.869425,139.6912667
緑区,35.86694167,139.6947861
緑区,35.86626667,139.6907
緑区,35.8644,139.6960444
緑区,35.86242222,139.6946361
緑区,35.86503889,139.6870861
緑区,35.86465556,139.686425
緑区,35.86543056,139.6894722
緑区,35.86774167,139.6869722
緑区,35.87292778,139.6997833
緑区,35.87014444,139.6937306
緑区,35.88205,139.6948556
緑区,35.85705,139.7099472
緑区,35.85645278,139.711525
緑区,35.87161111,139.6784472
緑区,35.85866944,139.6989611
緑区,35.88082222,139.6763361
緑区,35.86472222,139.6704639
緑区,35.876075,139.6723278
緑区,35.88390556,139.6911944
緑区,35.87788333,139.6895472
緑区,35.86242778,139.7036556
緑区,35.8666,139.7027139
緑区,35.86650556,139.7068194
緑区,35.86971944,139.7064167
緑区,35.873475,139.6850028
緑区,35.87961944,139.6887056
緑区,35.86747778,139.68045
緑区,35.881125,139.6812472
緑区,35.86787222,139.6783806
緑区,35.877575,139.7155028
緑区,35.87704444,139.71435
緑区,35.88731667,139.7152556
緑区,35.88505,139.7125722
緑区,35.88711944,139.717175
緑区,35.89201667,139.7142611
緑区,35.89588333,139.7164528
緑区,35.89626667,139.7154667
緑区,35.8974,139.7075917
緑区,35.88573056,139.7268389
緑区,35.88042778,139.7391944
緑区,35.879875,139.7425
緑区,35.88127778,139.7449444
緑区,35.86828889,139.741525
緑区,35.87120556,139.7394222
緑区,35.87770833,139.73705
緑区,35.87860278,139.7323972
緑区,35.88113611,139.7401528
緑区,35.88849722,139.7390306
緑区,35.88947222,139.7380694
緑区,35.87741111,139.7300278
緑区,35.881975,139.7248167
緑区,35.88580556,139.7191528
緑区,35.87823333,139.7383361
緑区,35.89061667,139.7366833
岩槻区,35.950125,139.6865278
岩槻区,35.94194167,139.68645
岩槻区,35.93311944,139.706325
岩槻区,35.93215,139.7057972
岩槻区,35.93065,139.704925
岩槻区,35.93754167,139.6866028
岩槻区,35.94030278,139.6870472
岩槻区,35.94712306,139.6955367
岩槻区,35.94413611,139.6945306
岩槻区,35.94039722,139.7137528
岩槻区,35.94925222,139.6898206
岩槻区,35.94586111,139.6883361
岩槻区,35.94512222,139.7067278
岩槻区,35.94555278,139.699575
岩槻区,35.94036111,139.7036833
岩槻区,35.94557222,139.7054444
岩槻区,35.93173611,139.7169472
岩槻区,35.94166667,139.7165306
岩槻区,35.93914722,139.7096806
岩槻区,35.93961944,139.7053
岩槻区,35.93344167,139.7255694
岩槻区,35.94154444,139.6867222
岩槻区,35.94104444,139.7242056
岩槻区,35.94854722,139.7325167
岩槻区,35.92858889,139.7412
岩槻区,35.93830556,139.7338528
岩槻区,35.957375,139.7162056
岩槻区,35.95050833,139.7086972
岩槻区,35.95147778,139.7047194
岩槻区,35.94421111,139.7347472
岩槻区,35.95488889,139.7163083
岩槻区,35.95173611,139.6946667
岩槻区,35.94817778,139.7027333
岩槻区,35.95901389,139.7191917
岩槻区,35.95700278,139.7154778
岩槻区,35.94677222,139.7066194
岩槻区,35.95378889,139.7080833
岩槻区,35.94899167,139.7065333
岩槻区,35.94919444,139.7025861
岩槻区,35.95298333,139.7139306
岩槻区,35.95338333,139.7091028
岩槻区,35.95101944,139.7133333
岩槻区,35.95596111,139.6976306
岩槻区,35.9572,139.6943194
岩槻区,35.96970278,139.7150583
岩槻区,35.964475,139.6977694
岩槻区,35.96074444,139.7106417
岩槻区,35.97135556,139.7201472
岩槻区,35.96119167,139.6797528
岩槻区,35.96397778,139.6754972
岩槻区,35.97052222,139.6993611
岩槻区,35.96114444,139.6980917
岩槻区,35.96226944,139.7089083
岩槻区,35.98141389,139.7075694
岩槻区,35.97150556,139.70725
岩槻区,35.96335556,139.6752972
岩槻区,35.95233889,139.6849639
岩槻区,35.97442222,139.7014639
岩槻区,35.968725,139.7279111
岩槻区,35.96055556,139.7150611
岩槻区,35.97486667,139.7054361
岩槻区,35.96628889,139.7223611
