区名,lat,lon
西区,35.91164722,139.5987611
西区,35.93883333,139.5789389
西区,35.91908611,139.5809972
西区,35.9196,139.5821778
西区,35.92082861,139.5817406
西区,35.92090833,139.5815861
西区,35.92083333,139.5854444
西区,35.92079167,139.5834083
西区,35.92029167,139.5832806
西区,35.91985,139.5834639
西区,35.919775,139.5842389
西区,35.92162222,139.5832083
西区,35.92154444,139.5833722
西区,35.92247222,139.5840111
西区,35.92298611,139.583125
西区,35.92384389,139.5828006
西区,35.9247,139.5831278
西区,35.91833333,139.5821556
西区,35.91904444,139.5899667
西区,35.91919167,139.5896389
西区,35.91235278,139.5847056
西区,35.924575,139.5662417
西区,35.90993333,139.5906778
西区,35.91545222,139.5865861
西区,35.92381944,139.5835194
西区,35.93220278,139.57155
西区,35.92177361,139.5755925
西区,35.92231806,139.5770972
西区,35.92612028,139.5768789
西区,35.91763889,139.5774556
西区,35.92533333,139.5841889
西区,35.92353556,139.5815772
西区,35.92427917,139.5813289
西区,35.92520556,139.5805694
西区,35.92619111,139.5806194
西区,35.926775,139.5817222
西区,35.93704167,139.5802222
西区,35.92524444,139.5816583
西区,35.91493611,139.5669583
西区,35.93896944,139.5825944
西区,35.91253611,139.5851278
西区,35.92195556,139.5669
西区,35.91871944,139.5862167
西区,35.91832917,139.5847311
西区,35.91754944,139.5851089
西区,35.91721944,139.5856278
西区,35.91749722,139.5864694
西区,35.90245556,139.5993417
西区,35.91330278,139.5936472
西区,35.91119444,139.5963608
西区,35.91602778,139.5950806
西区,35.92786944,139.583325
西区,35.92731667,139.5833583
西区,35.92675278,139.5833944
西区,35.92759861,139.5826817
西区,35.92738139,139.5807228
西区,35.9275,139.5797333
西区,35.92738056,139.5792944
西区,35.92838611,139.5794639
西区,35.92899444,139.5789389
西区,35.9296,139.5776889
西区,35.93084111,139.5778444
西区,35.91877222,139.5788917
西区,35.92750278,139.5785
西区,35.928325,139.5776333
西区,35.92855833,139.5770611
西区,35.92058333,139.5797944
西区,35.91998194,139.5796389
西区,35.92001667,139.5789056
西区,35.91900778,139.5782739
西区,35.91964889,139.5776439
西区,35.92004944,139.5775117
西区,35.91878889,139.5797583
西区,35.91858611,139.5772722
西区,35.93023611,139.5791778
西区,35.93963889,139.5852944
西区,35.93233333,139.5878139
西区,35.91779444,139.5842972
西区,35.91715278,139.5846194
西区,35.91714722,139.5844222
西区,35.91670778,139.5841456
西区,35.91779167,139.5836222
西区,35.91733139,139.5817178
西区,35.91766389,139.5823306
西区,35.92755222,139.5817667
西区,35.92859528,139.5858517
西区,35.92952167,139.5842817
西区,35.92884944,139.5840883
西区,35.92854167,139.5836611
西区,35.92846806,139.5820611
西区,35.92993972,139.5833094
西区,35.93020222,139.5837717
西区,35.9311925,139.58217
西区,35.92968417,139.5810706
西区,35.92989667,139.5803022
西区,35.93066889,139.5809217
西区,35.91921667,139.5851194
西区,35.92815472,139.57656
西区,35.93104944,139.5966078
西区,35.92220556,139.576705
西区,35.92701944,139.5779717
西区,35.92677722,139.5778183
西区,35.92506667,139.5783783
西区,35.92346056,139.5788478
西区,35.92221472,139.5792611
西区,35.92174861,139.5792053
西区,35.92133889,139.5795386
西区,35.921465,139.5810161
西区,35.92306917,139.5787003
西区,35.92222333,139.5781344
西区,35.921355,139.5773261
西区,35.92515361,139.5776725
西区,35.92576806,139.5758383
西区,35.92527167,139.5756867
西区,35.92427222,139.574865
西区,35.92681611,139.5754217
西区,35.92361944,139.5757042
西区,35.92608556,139.5784667
西区,35.92335139,139.57729
西区,35.92751583,139.5765492
西区,35.92354722,139.5809211
西区,35.920425,139.5763136
西区,35.92699111,139.5789717
西区,35.91661889,139.5843194
西区,35.91826389,139.5828861
西区,35.91769167,139.5829519
西区,35.91857222,139.5833361
西区,35.91818694,139.5839244
西区,35.91632028,139.5834994
西区,35.92731944,139.5963944
西区,35.92742583,139.5776011
西区,35.92370028,139.5769978
西区,35.92263556,139.5752744
西区,35.92735222,139.5572372
西区,35.93677528,139.5825425
西区,35.91631361,139.5851028
西区,35.91604417,139.5850603
西区,35.91856139,139.5855544
西区,35.89005,139.5849444
西区,35.8847,139.5937889
西区,35.88477222,139.597825
西区,35.88559167,139.5995917
西区,35.88476389,139.6041444
西区,35.88502778,139.6055583
西区,35.88682222,139.5990083
西区,35.88615,139.5982667
西区,35.88586111,139.5897694
西区,35.88468889,139.5919511
西区,35.88747222,139.5980528
西区,35.88732778,139.5924889
西区,35.88812222,139.5968
西区,35.88919444,139.5963556
西区,35.88674444,139.5883389
西区,35.88755833,139.5910556
西区,35.88225833,139.5540167
西区,35.88011667,139.5562361
西区,35.87926389,139.5598917
西区,35.88376389,139.5574
西区,35.88195833,139.5586333
西区,35.88410278,139.5617528
西区,35.88647222,139.5619583
西区,35.88165833,139.5631889
西区,35.88316111,139.5631917
西区,35.88271667,139.5554
西区,35.88343611,139.555275
西区,35.88310556,139.5587778
西区,35.87931944,139.5608722
西区,35.88084444,139.5552
西区,35.88253056,139.5608861
西区,35.88260833,139.6040917
西区,35.88173056,139.6009167
西区,35.88288333,139.5992417
西区,35.88157222,139.5997083
西区,35.88067222,139.5995528
西区,35.88149444,139.6038778
西区,35.880225,139.6039556
西区,35.88043333,139.602375
西区,35.87940556,139.602525
西区,35.87921111,139.6036917
西区,35.88097222,139.5943056
西区,35.88133333,139.5953944
西区,35.88120833,139.5984083
西区,35.87977778,139.5971389
西区,35.88298611,139.5965333
西区,35.88183056,139.5963528
西区,35.904525,139.5834139
西区,35.90488889,139.58215
西区,35.90461389,139.5797
西区,35.90468611,139.5807361
西区,35.90473333,139.5784972
西区,35.90550278,139.5812083
西区,35.90547778,139.5795083
西区,35.90625556,139.5803083
西区,35.90560278,139.5782222
西区,35.90608889,139.5772139
西区,35.906775,139.5786972
西区,35.90700833,139.5777278
西区,35.906775,139.577075
西区,35.90775833,139.5768944
西区,35.90206389,139.5819528
西区,35.90403611,139.5820583
西区,35.903575,139.5822083
西区,35.90381944,139.5833389
西区,35.90370833,139.5845417
西区,35.90271667,139.5827528
西区,35.90286389,139.5842222
西区,35.90207222,139.5838722
西区,35.90194167,139.5848917
西区,35.90299722,139.5856917
西区,35.90095278,139.5837889
西区,35.90113889,139.5860167
西区,35.900725,139.58505
西区,35.90687222,139.5760583
西区,35.90392222,139.5811333
西区,35.90753056,139.5762139
西区,35.90373889,139.5795917
西区,35.90288333,139.580775
西区,35.88066111,139.5624556
西区,35.88005278,139.5643944
西区,35.87888333,139.5635556
西区,35.87401944,139.5651556
西区,35.87354444,139.5712528
西区,35.87070833,139.5714333
西区,35.90121667,139.5779528
西区,35.90384444,139.5681917
西区,35.90450833,139.5689861
西区,35.90544444,139.5691028
西区,35.90610278,139.5663444
西区,35.90644167,139.5680278
西区,35.90685278,139.5654583
西区,35.90777222,139.5671667
西区,35.91225833,139.5653139
西区,35.90223056,139.5702694
西区,35.90307778,139.5690111
西区,35.90326667,139.5710778
西区,35.90219167,139.5734889
西区,35.90126389,139.5737778
西区,35.90057222,139.5753667
西区,35.91197778,139.566075
西区,35.90796111,139.5653889
西区,35.91233889,139.5670028
西区,35.91259722,139.566125
西区,35.90416944,139.5700778
西区,35.89986667,139.5796167
西区,35.91221944,139.5630917
西区,35.913,139.562
西区,35.91020278,139.5651028
西区,35.902525,139.5721056
西区,35.90174722,139.5767917
西区,35.9079,139.5642333
西区,35.91166111,139.5651944
西区,35.91011389,139.5631028
西区,35.91396667,139.5633
西区,35.91395,139.5646194
西区,35.89895,139.5772
西区,35.89364722,139.5996222
西区,35.89608889,139.5934361
西区,35.89507778,139.5961556
西区,35.89493611,139.5975333
西区,35.89876944,139.5942111
西区,35.897775,139.5944306
西区,35.89709722,139.5956139
西区,35.89708889,139.5966417
西区,35.89730556,139.5983417
西区,35.89644444,139.5975917
西区,35.89561944,139.5974917
西区,35.89587222,139.5947333
西区,35.90084444,139.58065
西区,35.88336667,139.5938389
西区,35.88199444,139.5930667
西区,35.88438333,139.5888028
西区,35.88525556,139.5888306
西区,35.88302222,139.5927333
西区,35.88354722,139.5919917
西区,35.88384722,139.5896389
西区,35.90752778,139.5776528
西区,35.90388333,139.5804083
西区,35.88525278,139.5840444
西区,35.88534167,139.5832889
西区,35.8855,139.5827167
西区,35.88608333,139.5827944
西区,35.88578333,139.5821472
西区,35.890425,139.5892667
西区,35.88963333,139.5915861
西区,35.889175,139.5926694
西区,35.89031111,139.59355
西区,35.89030278,139.5961056
西区,35.88646389,139.586375
西区,35.88705278,139.5857917
西区,35.88649444,139.583975
西区,35.88647222,139.5822444
西区,35.88665556,139.583125
西区,35.88743333,139.582875
西区,35.88855833,139.5867722
西区,35.89216389,139.5888417
西区,35.89166389,139.5979917
西区,35.89171111,139.5961806
西区,35.89177222,139.5945556
西区,35.89205833,139.5936917
西区,35.89297222,139.5962667
西区,35.89328056,139.5951556
西区,35.88414722,139.5555306
西区,35.88763333,139.6007194
西区,35.88753611,139.5992278
西区,35.89996389,139.5835389
西区,35.89913889,139.586925
西区,35.9116,139.5711611
西区,35.90292222,139.5750333
西区,35.91295833,139.5694
西区,35.91008611,139.5696972
西区,35.904325,139.5760611
西区,35.91356667,139.5687944
西区,35.90635833,139.5716972
西区,35.90806389,139.5707722
西区,35.903825,139.5784694
西区,35.91263611,139.5681389
西区,35.90896667,139.5740583
西区,35.90875556,139.5724861
西区,35.91066944,139.571175
西区,35.90365,139.5738306
西区,35.90787222,139.5729139
西区,35.90698056,139.5728722
西区,35.90603056,139.5742806
西区,35.90410278,139.5747028
西区,35.91066111,139.5720556
西区,35.91,139.57105
西区,35.90973889,139.5717611
西区,35.90914167,139.57135
西区,35.9122,139.5688833
西区,35.88942778,139.5808
西区,35.88891389,139.5806194
西区,35.89731667,139.5788083
西区,35.88731944,139.5818111
西区,35.89609722,139.579225
西区,35.89643333,139.5797
西区,35.88784167,139.5811389
西区,35.89278333,139.5793167
西区,35.89390833,139.5810583
西区,35.89419444,139.5793222
西区,35.89498611,139.5817528
